createdAt,retweetCount,viewCount,id,isReply,text,text_limpio,sentiment
Thu Mar 06 13:09:28 +0000 2025,0,7,1897635644710461446,False,Boric sigue mirando para el lado 👀🤷‍♂️ nadie renuncia nadie asume responsabilidades el Partido Comunista y el Frente Amplio han convertido el Estado en su caja chica no les interesa Chile solo su poder,boric sigue mirando lado nadie renuncia nadie asume responsabilidades partido comunista frente amplio convertido caja chica interesa chile solo poder,Negative
Thu Mar 06 13:09:25 +0000 2025,0,9,1897635632412795255,False,"Boric culiao, ladrón, gorreado, jalero",boric culiao ladrón gorreado jalero,Negative
Thu Mar 06 13:09:17 +0000 2025,1,25,1897635599705633034,False,Otra estupidez de la dupla Boric Jackson https://t.co/HUvfZIDXtN,estupidez dupla boric jackson,Negative
Thu Mar 06 13:09:16 +0000 2025,0,129,1897635594269847779,False,"Que terrible todo lo que pasa en Chile, pero tengo una excelente idea, sigamos con el legado de Boric y votemos por Tohá como próxima presidente... hay que ser bien w... #ContigoCHV",terrible pasa chile excelente idea sigamos legado boric votemos tohá próxima presidente ser bien w contigochv,Positive
Thu Mar 06 13:08:47 +0000 2025,5,417,1897635473448657401,False,"Boric…que  te  quede  claro!!  Chicureo  no  te  olvidará!!

Labbé  Neme  #FueraVenecos Ciper  Guillier  Johannes  Kaiser",boricque quede claro chicureo olvidará labbé neme fueravenecos ciper guillier johannes kaiser,Neutral
Thu Mar 06 13:08:19 +0000 2025,0,110,1897635354712199489,False,"Ayer un Carabinero Baleado, y dos personas detenidas y Maltratadas por error, los subieron a las redes y les sacaron la cresta, el weon que los subió a las redes le llegó al Pico. Carabineros chilevision Toha Boric",ayer carabinero baleado dos personas detenidas maltratadas error subieron redes sacaron cresta weon subió redes llegó pico carabineros chilevision toha boric,Negative
Thu Mar 06 13:08:15 +0000 2025,0,9,1897635335787446634,True,@manuelsoteldo4 @NotProfe Boric haciéndose autogoles desde antes de ser presidente.,boric haciéndose autogoles ser presidente,Negative
Thu Mar 06 13:07:38 +0000 2025,0,42,1897635182024216737,False,mi primera presidencial fue boric😶‍🌫️ y esta cuenta de tw me la hice por el por su campaña y en fb me puse esta foto jskdkkd https://t.co/kFfZBeeNJV,primera presidencial boric cuenta tw hice campaña fb puse foto jskdkkd,Neutral
Thu Mar 06 13:07:24 +0000 2025,0,5,1897635123404878089,False,"Monistat Boric Acid Feminine Cleanser, Fragrance Free Feminine Wash, 16 Fl Oz, 1 Pack https://t.co/xRFWpYMCXn",monistat boric acid feminine cleanser fragrance free feminine wash fl oz pack,Neutral
Thu Mar 06 13:06:48 +0000 2025,0,13,1897634974188122286,False,Boric y las RUF: ¿Rendición o Traición a Chile? https://t.co/PKG9A7A0Ei a través de @YouTube,boric ruf rendición traición chile través,Negative
Thu Mar 06 13:06:46 +0000 2025,48,1365,1897634962418921611,False,"🔴 CANAL 13 de LUKSIC FILTRA MENSAJES SECRETOS de KAROL CARIOLA ""Son los MENSAJES que INTENTÓ BORRAR"" que dan BRUTAL GOLPE a BORIC y REVELAN OSCUROS VÍNCULOS con EMPRESARIO de CHINA 😯
https://t.co/7OyBmNokVS https://t.co/2yc3Q4540T",canal luksic filtra mensajes secretos karol cariola mensajes intentó borrar dan brutal golpe boric revelan oscuros vínculos empresario china,Negative
Thu Mar 06 13:06:17 +0000 2025,0,29,1897634843002913264,True,@tmfleur @invermel Soros ... Maduro ... Boric es solo un payaso asi como es Zeliensky,soros maduro boric solo payaso asi zeliensky,Negative
Thu Mar 06 13:05:52 +0000 2025,0,30,1897634737381949766,False,"Mix boric with baking soda… a little magnesium oil or flakes and castor oil … put it on the abnormal cell growth… shrinks it. U can put it directly on the lump or u can do soaks to draw out the “tumor”. 
It’s so possible. So many ways.",mix boric with baking soda little magnesium oil or flakes and castor oil put it on the abnormal cell growth shrinks it u can put it directly on the lump or u can do soaks to draw out the tumor its so possible so many ways,Positive
Thu Mar 06 13:05:32 +0000 2025,0,6,1897634652300403033,True,"@latercera BORIC DICE ""NADIE POR SOBRE LA LEY ""  pelotudos es muy difícil entender  da lo mismo Sy está enfermo ,es cojo, viejo ,extranjero  ,se cumple y chao",boric dice nadie ley pelotudos difícil entender da mismo sy enfermo cojo viejo extranjero cumple chao,Negative
Thu Mar 06 13:05:29 +0000 2025,0,19,1897634639738556757,False,"Hoy es más difícil la remoción de valencia, ya que el nuevo ministro del interior, elizalde y valencia son compadres y mejores amigos, si fue el primero, valencia en ir a besarla mano de elisalde, se equivocó el Presidente BORIC",hoy difícil remoción valencia nuevo ministro interior elizalde valencia compadres mejores amigos si primero valencia ir besarla mano elisalde equivocó presidente boric,Negative
Thu Mar 06 13:05:26 +0000 2025,0,10,1897634629852549456,False,"a tres dias de la eleccciones presidenciales, Mathhei se va transformando cada dia mas a los consecuentes como Kaiser. pero entienda que esta comunista pacta con la izquierda, todo sera peor o igual a Boric
#KaiserPresidente #MathheiEsZurda Venezolanos",tres dias eleccciones presidenciales mathhei va transformando cada dia mas consecuentes kaiser entienda comunista pacta izquierda sera peor igual boric kaiserpresidente mathheieszurda venezolanos,Negative
Thu Mar 06 13:04:38 +0000 2025,0,61,1897634429423526350,True,@killuatkm Votamos por Boric para que no salga Kast. Siempre es la misma historia el mal menor.,votamos boric salga kast siempre misma historia mal menor,Negative
Thu Mar 06 13:03:53 +0000 2025,0,6,1897634237781594240,True,@kal_devil1 Votaron por boric🤷,votaron boric,Neutral
Thu Mar 06 13:03:43 +0000 2025,0,20,1897634196052439522,True,@fdo2000 @biobio @chile_accidente ENCIERREN A BORIC Y A TODA LA LACRA DEL GOBIERNO,encierren boric toda lacra gobierno,Negative
Thu Mar 06 13:03:06 +0000 2025,0,20,1897634041429418465,False,"Da igual quién sea el candidat@ de la Izquierda Marxista del PC-FA-PS.
Quienes informan cómo está el país son el Gobierno de Boric y los millonarios de Izquierda y Derecha socios y dueños de los Medios de comunicación afines.
""La contienda es desigual...""
Sólo nos queda la épica.",da igual quién candidat izquierda marxista pcfaps informan cómo país gobierno boric millonarios izquierda derecha socios dueños medios comunicación afines contienda desigual sólo queda épica,Negative
Thu Mar 06 13:02:41 +0000 2025,0,8,1897633935896527353,False,"Ideologías diferentes o no, ministros de Boric que podrían estar en cualquier gabinete: MMarcel, CTohá, JPizarro, AElizalde, MRojas, AVan Klaveren, JCMuñoz. El resto ni pa'organizar fiesta en centro de alumnos.",ideologías diferentes ministros boric podrían cualquier gabinete mmarcel ctohá jpizarro aelizalde mrojas avan klaveren jcmuñoz resto paorganizar fiesta centro alumnos,Negative
Thu Mar 06 13:01:57 +0000 2025,0,23,1897633752970387683,True,@Jorel369 Pero no se pique pues Faxito pobre 😂😂😂,pique pues faxito pobre,Neutral
Thu Mar 06 13:01:48 +0000 2025,2,34,1897633713262825930,False,"Así mismo hicieron ganar a Boric.

Y las consecuencias han sido nefastas...",así mismo hicieron ganar boric consecuencias sido nefastas,Negative
Thu Mar 06 13:01:17 +0000 2025,0,20,1897633583654682990,True,@manecarpediem No!!! Es peor que Boric,peor boric,Negative
Thu Mar 06 13:01:03 +0000 2025,0,15,1897633526058459143,True,@thecliniccl Impactante reportaje. Donde está el Gobierno de Boric ?,impactante reportaje gobierno boric,Negative
Thu Mar 06 13:00:49 +0000 2025,1,60,1897633465761161532,False,"Te invito a leer mi última columna de opinión publicada por @Cooperativa 

Boric y su apuesta por la Concertación: ¿Estrategia de poder o renuncia a su proyecto? https://t.co/JXr4GJPfGK vía @Cooperativa",invito leer última columna opinión publicada boric apuesta concertación estrategia poder renuncia proyecto vía,Neutral
Thu Mar 06 13:00:48 +0000 2025,0,29,1897633464129618087,True,@elizabe60231100 @ContigoCHV @tudia_13 @MuchoGustoMEGA @BuenosDiasTVN Infórmate lee faxita pobre. No te informes por la tv. Me aburriste. Xau,infórmate lee faxita pobre informes tv aburriste xau,Negative
Thu Mar 06 13:00:41 +0000 2025,0,43,1897633433485971875,False,Chile prefirió apoyar al candidato pro Maduro. Pero igual debemos creer los duros discursos de Boric y Van Klaveren.,chile prefirió apoyar candidato pro maduro igual debemos creer duros discursos boric van klaveren,Negative
Thu Mar 06 13:00:01 +0000 2025,4,731,1897633266435600522,False,"Gabriel Boric pide “nunca confundir el agresor, Rusia, con la víctima, Ucrania” https://t.co/vaf3MmxDVq",gabriel boric pide nunca confundir agresor rusia víctima ucrania,Neutral
Thu Mar 06 12:59:55 +0000 2025,0,44,1897633240548086065,False,"@GabrielBoric basta ya Sr. Boric de que sea CARNE DE CAÑÓN Carabineros de chile.
Por si su asesores expertos NO LE HAN INDICADO QUE POR UNA SEMANA ASESINAN MAS DE 25 MUERTOS INCLUYENDO NIÑOS INOCENTES.
Espero que el Sr. Elizalde sea un ministro de interior CON MAN DURA y no se le",basta sr boric carne cañón carabineros chile si asesores expertos indicado semana asesinan mas muertos incluyendo niños inocentes espero sr elizalde ministro interior man dura,Negative
Thu Mar 06 12:59:33 +0000 2025,1,151,1897633148541776015,False,"Boric: ""Tengo a mi pais LA RAJA"" (Usa los anteojos rechuchtmre) #muchogustomega #tudia13 #ContigoCHV #buenosdiastvn https://t.co/wusefl8eon",boric pais raja usa anteojos rechuchtmre muchogustomega tudia contigochv buenosdiastvn,Neutral
Thu Mar 06 12:59:06 +0000 2025,0,15,1897633034033140182,True,@fdo2000 @biobio @chile_accidente TOQUE DE QUEDA SERIA BUENO ...BORIC PERRO MALDITO,toque queda seria bueno boric perro maldito,Negative
Thu Mar 06 19:32:34 +0000 2025,0,0,1897732051983278138,True,@biobio En Chile nuestro Presidente Gabriel Boric en 3 años tiene más logros que los que tiene la derecha en toda su historia,chile presidente gabriel boric años logros derecha toda historia,Neutral
Thu Mar 06 19:23:22 +0000 2025,9,104,1897729740049682756,False,"🔴José Antonio Kast en @InfinitaFM: ""si yo hubiese estado en el cargo de Gabriel Boric habría puesto en el  ministerio del interior al general de Carabineros (r), Enrique Bassaletti""

""Se acabaron los comités políticos en la moneda si yo soy presidente, ese comité va a ser DE SEGURIDAD""",josé antonio kast si cargo gabriel boric puesto ministerio interior general carabineros r enrique bassaletti acabaron comités políticos moneda si presidente comité va ser seguridad,Negative
Thu Mar 06 19:20:40 +0000 2025,0,1,1897729058013614109,True,"@GobiernodeChile Con la elección de Boric como presidente, Chile cayó en desgracia. Es una desdicha e infortunio. Esta lamentable situación, solo se podrá reparar con un futuro gobierno en la cual sea derrotada la ideología del mal que representa la izquierda. Necesitamos recuperar a Chile.",elección boric presidente chile cayó desgracia desdicha infortunio lamentable situación solo podrá reparar futuro gobierno derrotada ideología mal representa izquierda necesitamos recuperar chile,Negative
Thu Mar 06 19:11:45 +0000 2025,0,17,1897726815570977268,False,"Colombia con Petro narcotraficante confesado por su hijo,México de López Obrador también protector de los narcos en su país con Sheinbaum, Uruguay con su presidente madurista,Chile con Boric comunista y Brasil con su presidente ex convicto son los que expresaron su rechazo 🤌🤌",colombia petro narcotraficante confesado hijoméxico lópez obrador protector narcos país sheinbaum uruguay presidente maduristachile boric comunista brasil presidente ex convicto expresaron rechazo,Negative
Thu Mar 06 19:11:16 +0000 2025,2,100,1897726692942397776,False,Boric debería ofrecerle una embajada en Kazajstán a este wea para mantenerlo lejos hasta que saquemos nuevo presidente,boric debería ofrecerle embajada kazajstán wea mantenerlo lejos saquemos nuevo presidente,Negative
Thu Mar 06 19:10:48 +0000 2025,0,15,1897726577464820008,True,@aleinadnat Yo creo q es hora de que le pidas la pension a tu papa en vez de dar dabdo la cacha mostrando los daddy issues con un presidente ql penca como boric,creo q hora pidas pension papa vez dar dabdo cacha mostrando daddy issues presidente ql penca boric,Negative
Thu Mar 06 19:07:59 +0000 2025,0,8,1897725866005631151,True,"@ivanmoreirab @alvaroelizalde A monzalve se le acusó de violador y todos quisieron taparlo Boric y Toha candidata a presidente🤦🏻‍♂️. Y el resultado es que si, abuso y violo a su trabajadora. Así que si el rio suena es porque merca trae Iván 🕵🏻‍♂️",monzalve acusó violador quisieron taparlo boric toha candidata presidente resultado si abuso violo trabajadora así si rio suena merca trae iván,Negative
Thu Mar 06 19:07:35 +0000 2025,0,0,1897725765288182254,True,"@DRESTRUM__Pl jajaja por favor manden a este weta de presidente! Si boric es weon, este ya es el rey",jajaja favor manden weta presidente si boric weon rey,Neutral
Thu Mar 06 19:06:41 +0000 2025,2,217,1897725541152682121,True,"🇨🇱 Con esta importantísima medida anunciada por el Presidente Boric y la ministra Javiera Toro, avanzamos en el establecimiento del cuidado como el cuarto pilar de la protección social, junto a salud y educación, ¡además de las pensiones! 👏 https://t.co/g4mqjYOu5d",importantísima medida anunciada presidente boric ministra javiera toro avanzamos establecimiento cuidado cuarto pilar protección social junto salud educación además pensiones,Positive
Thu Mar 06 19:02:10 +0000 2025,0,1,1897724405704171799,True,"@Kasterizador Boric salió presidente gracias a q el weas de KKKast quedó como la alternativa y la gente no es tonta y sabe q hasta el momento se seguirá votando por el menos malo y si de nuevo el weas de kkkast queda en la final, ganará el que esté como oponente, ya q cualquiera es menos malo.",boric salió presidente gracias q weas kkkast quedó alternativa gente tonta sabe q momento seguirá votando menos malo si nuevo weas kkkast queda final ganará oponente q cualquiera menos malo,Neutral
Thu Mar 06 18:57:10 +0000 2025,0,20,1897723146007871859,True,"@Andisblu1972 @Roja53C @huenulef_s Aunque  tu escrito es tan vulgar, te contesto: Karol Cariola y su guagua nos importa a millones de personas, tantas como votaron por nuestro Presidente Boric, más otras miles que bien nacidas que respetan al ser humano.",aunque escrito tan vulgar contesto karol cariola guagua importa millones personas tantas votaron presidente boric miles bien nacidas respetan ser humano,Negative
Thu Mar 06 18:48:08 +0000 2025,7,1506,1897720871197848040,False,"🔵Ministra de Salud, Ximena Aguilera, junto a la subsecretaria de Salud Pública, Andrea Albagli, participaron de la presentación de la primera Política Nacional de Apoyos y Cuidados y su plan de acción, encabezada por el Presidente Gabriel Boric y la ministra de @MinDesarrollo, Javiera Toro.",ministra salud ximena aguilera junto subsecretaria salud pública andrea albagli participaron presentación primera política nacional apoyos cuidados plan acción encabezada presidente gabriel boric ministra javiera toro,Neutral
Thu Mar 06 18:47:51 +0000 2025,1,21,1897720799886266492,False,El Gobierno del Presidente Gabriel Boric Font reconoce el derecho al cuidado y busca instalar una nueva forma de organizar socialmente los cuidados a través de Chile Cuida. https://t.co/f5NGeSJa2x,gobierno presidente gabriel boric font reconoce derecho cuidado busca instalar nueva forma organizar socialmente cuidados través chile cuida,Neutral
